#fields: DAQ.lowering,DAQ.type,EIC.time,EIC.lat,EIC.lon,EIC.x,EIC.y,DAQ.g,DAQ.p,DAQ.r,DAQ.a,EIC.depth,DAQ.da,MAG.src,MAG.x,MAG.y,MAG.z,MAG.m,CTD.src,CTD.tp,CTD.c,CTD.dp,CTD.s,CTD.svel,CTD.p,DAQ.cruiseid,DAQ.etype,DAQ.evt
J2-964,EVT,2017/07/15 20:01:07,45.7500000,-130.2000000,0.00,0.00,167.90,-3.9,1.5,192.29,0.65,192.94,HMR2300,15373.3,24406.7,37640.0,47421.5,,,,,,,,RR1712,DLG,TXT: test USR:eventlogger
J2-964,EVT,2017/07/15 20:03:09,45.7500000,-130.2000000,0.00,0.00,185.38,-3.6,2.2,192.29,0.68,192.97,HMR2300,11046.7,21420.0,39286.7,46090.0,,,,,,,,RR1712,DLG,JASON: Jason on deck USR:eventlogger
J2-964,EVT,2017/07/15 20:03:25,45.7500000,-130.2000000,0.00,0.00,185.44,-5.2,2.1,192.29,0.70,192.99,HMR2300,9420.0,22706.7,38726.7,45870.3,,,,,,,,RR1712,DLG,JASON: Jason on deck USR:eventlogger
J2-964,EVT,2017/07/15 20:25:03,45.7500000,-130.2000000,0.00,0.00,180.38,-2.3,0.9,0.76,0.66,1.42,HMR2300,13813.3,20240.0,38913.3,45986.0,,,,,,,,RR1712,DLG,VERSION 4.01
J2-964,EVT,2017/07/15 22:54:19,45.7500000,-130.2000000,0.00,0.00,176.40,-1.6,1.7,0.76,0.75,1.51,HMR2300,12920.0,21140.0,39093.3,46283.0,,,,,,,,RR1712,DLG,VERSION 4.01
J2-964,EVT,2017/07/15 22:58:05,45.7500000,-130.2000000,0.00,0.00,184.82,-1.6,2.1,0.76,0.64,1.4,HMR2300,13793.3,18380.0,39653.3,45830.9,,,,,,,,RR1712,DLG,TXT: Preparing to launch Jason again - will use the same dive number J2-964 USR:eventlogger
J2-964,EVT,2017/07/15 23:16:22,45.7500000,-130.2000000,0.00,0.00,184.11,-5.6,0.6,0.93,0.83,1.76,HMR2300,12753.3,23646.7,36640.0,45434.6,,,,,,,,RR1712,DLG,TXT: JASON off the deck. USR:eventlogger
J2-964,EVT,2017/07/15 23:19:19,45.7500000,-130.2000000,0.00,0.00,177.96,-6.4,0.4,2.70,1.36,4.06,HMR2300,11840.0,12560.0,38680.0,42356.6,,,,,,,,RR1712,DLG,JASON: Jason in water USR:eventlogger
J2-964,EVT,2017/07/15 23:36:37,45.7499880,-130.1999999,0.01,-1.33,187.13,-16.2,0.8,144.62,68.75,213.37,HMR2300,6026.7,11560.0,48220.0,49951.2,,,,,,,,RR1712,DLG,TXT: Deployment location: International District. -129d 58.8' 45d 55.573 Z=1518m USR:eventlogger
J2-964,EVT,2017/07/15 23:37:44,45.7499880,-130.1999999,0.01,-1.33,186.72,-10.3,-3.7,159.18,91.57,250.75,HMR2300,10553.3,14740.0,46393.3,49809.5,,,,,,,,RR1712,DLG,TXT: Main goals: Fluid sampling at International District and Mkr113 Vent (Mkr-62) if time. USR:eventlogger
J2-964,EVT,2017/07/15 23:38:41,45.7499880,-130.1999999,0.01,-1.33,186.30,-14.4,0.5,165.80,112.36,278.16,HMR2300,6760.0,10953.3,48173.3,49863.2,,,,,,,,RR1712,DLG,TXT: Basker: HFS; Suction sampler hose; 3 gastights; milk crate; 2 Hobos; 1MTR; 1 marker USR:eventlogger
J2-964,EVT,2017/07/15 23:39:16,45.7499880,-130.1999999,0.01,-1.33,185.99,-12.2,0.1,174.57,126.72,301.29,HMR2300,9893.3,13500.0,46920.0,49815.8,,,,,,,,RR1712,DLG,TXT: 1 Tephra sampler (H) in stbd swing arm. USR:eventlogger
J2-964,EVT,2017/07/15 23:39:50,45.7499880,-130.1999999,0.01,-1.33,187.02,-13.8,0.3,178.69,126.80,305.49,HMR2300,9386.7,12233.3,47413.3,49857.7,,,,,,,,RR1712,DLG,TXT: Tasks: Fluid sampling at International District. USR:eventlogger
J2-964,EVT,2017/07/15 23:41:09,45.7499880,-130.1999999,0.01,-1.33,188.39,-14.9,1.2,163.02,138.28,301.3,HMR2300,7600.0,10606.7,48166.7,49902.8,,,,,,,,RR1712,DLG,TXT: Tasks cont: Castle vent: 1GT; 2 pistons; recover Miso (hobo) 141; deploy Miso. USR:eventlogger
J2-964,EVT,2017/07/15 23:41:43,45.7499880,-130.1999999,0.01,-1.33,189.04,-17.9,1.2,169.37,146.21,315.58,HMR2300,4746.7,10500.0,48420.0,49772.3,,,,,,,,RR1712,DLG,TXT: Tasks cont: Deploy Tephra sampler H near base of Castle chimney. Deploy marker. USR:eventlogger
J2-964,EVT,2017/07/15 23:42:52,45.7499880,-130.1999999,0.01,-1.33,186.92,-16.3,1.2,162.80,145.50,308.3,HMR2300,6500.0,10880.0,48226.7,49864.2,,,,,,,,RR1712,DLG,TXT: Tasks cont: El Guapo (top) 2 GT; 4 pistons (or 2P 2bag); collect chimney pieces. USR:eventlogger
J2-964,EVT,2017/07/15 23:43:26,45.7499880,-130.1999999,0.01,-1.33,188.80,-15.4,0.8,145.34,145.92,291.26,HMR2300,6480.0,10853.3,48213.3,49842.9,,,,,,,,RR1712,DLG,TXT: Tasks cont: Escargot (near top) 2 bags; collect chimney pieces if present USR:eventlogger
J2-964,EVT,2017/07/15 23:44:42,45.7499880,-130.1999999,0.01,-1.33,186.44,-11.0,1.7,143.38,146.19,289.57,HMR2300,11300.0,10760.0,47580.0,50073.2,,,,,,,,RR1712,DLG,TXT: Tasks cont: Diva: recover Miso102; 2 GT; 2 pistons; deploy Hobo. USR:eventlogger
J2-964,EVT,2017/07/15 23:46:02,45.7499880,-130.1999999,0.01,-1.33,187.38,-14.2,0.8,144.58,145.74,290.32,HMR2300,7966.7,11340.0,47926.7,49890.2,,,,,,,,RR1712,DLG,TXT: Tasks cont: Transit to Mkr 113 vent (Mkr62) ~ 1 hr. (129d 59.286' 45d 55.364' Z=1526m. USR:eventlogger
J2-964,EVT,2017/07/15 23:48:00,45.7499871,-130.1999981,0.15,-1.43,187.34,-17.8,0.8,149.80,145.37,295.17,HMR2300,3726.7,11206.7,48306.7,49729.4,,,,,,,,RR1712,DLG,TXT: Tasks cont: Fluid sampling at Mkr 113 vent (Mkr-62). 4 bags; 1-2 microbio filters. USR:eventlogger
J2-964,EVT,2017/07/15 23:48:24,45.7499872,-130.1999986,0.11,-1.42,185.97,-12.6,1.9,139.98,146.22,286.2,HMR2300,10913.3,11113.3,47600.0,50083.6,,,,,,,,RR1712,DLG,TXT: Tasks cont: Recover MTR3173 and replace with MTR3040. USR:eventlogger
J2-964,EVT,2017/07/15 23:56:07,45.7499846,-130.2000037,-0.29,-1.71,186.92,-13.1,2.3,137.59,144.99,282.58,HMR2300,7293.3,10826.7,48213.3,49949.3,,,,,,,,RR1712,DLG,TXT: Looks like sea pickles in the water column here at 160m depth. This is not normal...... USR:eventlogger
J2-964,EVT,2017/07/16 00:01:12,45.7499840,-130.2000042,-0.33,-1.78,187.55,-17.5,0.4,161.65,144.26,305.91,HMR2300,3486.7,11573.3,47646.7,49155.9,,,,,,,,RR1712,DLG,TXT: pH sensor on Beast is not working thus far on the way down. USR:eventlogger
J2-964,EVT,2017/07/16 00:02:31,45.7499840,-130.2000042,-0.33,-1.78,186.88,-16.4,1.3,162.98,144.52,307.5,HMR2300,5486.7,11066.7,47666.7,49241.1,,,,,,,,RR1712,DLG,TXT: Problems with winch at 140m out again. USR:eventlogger
J2-964,EVT,2017/07/16 00:03:09,45.7499840,-130.2000042,-0.33,-1.78,186.96,-18.4,1.4,149.87,143.71,293.58,HMR2300,4086.7,10826.7,47833.3,49213.3,,,,,,,,RR1712,DLG,TXT: Holding at this depth while working on the problem. USR:eventlogger
J2-964,EVT,2017/07/16 00:23:16,45.7499692,-130.2000415,-3.23,-3.42,237.68,-16.1,1.2,123.04,144.18,267.22,HMR2300,1346.7,-5886.7,50646.7,51005.4,,,,,,,,RR1712,DLG,TXT: Still holding at this depth while fixing the winch problem. USR:eventlogger
J2-964,EVT,2017/07/16 00:23:43,45.7499677,-130.2000438,-3.41,-3.59,237.24,-17.2,0.7,129.86,144.25,274.11,HMR2300,-713.3,-5573.3,50600.0,50911.0,,,,,,,,RR1712,DLG,TXT: Encoder issue with the level lines on the winch. USR:eventlogger
J2-964,EVT,2017/07/16 00:26:35,45.7499619,-130.2000572,-4.45,-4.24,237.70,-16.5,0.6,121.24,143.80,265.04,HMR2300,820.0,-5400.0,50646.7,50940.3,,,,,,,,RR1712,DLG,TXT: Winds have shifted and changing the ship heading 15deg to STBD. USR:eventlogger
J2-964,EVT,2017/07/16 01:01:45,45.7498930,-130.2002315,-18.01,-11.89,236.79,-12.2,0.9,111.74,145.08,256.82,HMR2300,4906.7,-5253.3,50580.0,51088.2,,,,,,,,RR1712,DLG,TXT: Still holding at 160m depth. USR:eventlogger
J2-964,EVT,2017/07/16 01:07:16,45.7498934,-130.2002678,-20.84,-11.85,237.80,-16.3,1.1,116.83,144.32,261.15,HMR2300,1386.7,-5733.3,50593.3,50936.0,,,,,,,,RR1712,DLG,TXT: The dive is officially over. Will start dumping plates and do a light vehicle recovery. USR:eventlogger
J2-964,EVT,2017/07/16 01:09:14,45.7498931,-130.2002781,-21.64,-11.88,237.54,-17.3,1.0,64.08,144.80,208.88,HMR2300,700.0,-5593.3,50680.0,50992.5,,,,,,,,RR1712,DLG,TXT: The vehicle is still in the water. The recovery will take a while. USR:eventlogger
J2-965,EVT,2017/07/16 15:34:41,45.7500206,-130.1999838,1.26,2.29,50.72,-0.2,0.5,0.00,0.57,0.57,HMR2300,-19440.0,29673.3,31873.3,47689.9,,,,,,,,RR1712,DLG,TXT: Preparing for Jason Dive J-965 at International District-Axial Seamount USR:eventlogger
J2-965,EVT,2017/07/16 15:36:33,45.7500238,-130.1999888,0.87,2.64,37.88,-0.1,0.9,0.00,0.63,0.63,HMR2300,-20106.7,25720.0,33013.3,46429.3,,,,,,,,RR1712,DLG,TXT: Putting extra weights in the Port arm for descent and cable stretch. USR:eventlogger
J2-965,EVT,2017/07/16 15:37:18,45.7500220,-130.1999856,1.12,2.45,45.92,0.4,0.7,0.00,0.61,0.61,HMR2300,-19480.0,28546.7,32280.0,47290.4,,,,,,,,RR1712,DLG,TXT: Putting extra weight in the STBD arm. USR:eventlogger
J2-965,EVT,2017/07/16 15:37:50,45.7500220,-130.1999862,1.07,2.45,45.41,-3.7,3.5,1.16,0.64,1.8,HMR2300,-25693.3,32506.7,29420.0,50817.0,,,,,,,,RR1712,DLG,TXT: Jason off deck. USR:eventlogger
J2-965,EVT,2017/07/16 15:38:58,45.7499810,-130.1999823,1.38,-2.11,149.74,-2.7,1.2,4.69,0.66,5.35,HMR2300,9413.3,39846.7,33873.3,53139.2,,,,,,,,RR1712,DLG,TXT: Beast power is on. USR:eventlogger
J2-965,EVT,2017/07/16 15:40:27,45.7500211,-130.2000107,-0.83,2.34,346.69,-16.6,-3.9,183.10,2.22,185.32,HMR2300,-28520.0,-1426.7,30633.3,41878.7,,,,,,,,RR1712,DLG,JASON: Jason in water In the water! USR:eventlogger
J2-965,EVT,2017/07/16 15:42:15,45.7499905,-130.2000109,-0.85,-1.06,252.82,-16.3,0.6,81.17,19.60,100.77,HMR2300,-5446.7,-6766.7,50033.3,50781.8,,,,,,,,RR1712,DLG,TXT: Grounds are clear-a beautiful day. USR:eventlogger
J2-965,EVT,2017/07/16 15:44:50,45.7499778,-130.2000109,-0.85,-2.47,236.21,-13.5,-0.9,67.18,26.77,93.95,HMR2300,3820.0,-1966.7,50393.3,50576.2,,,,,,,,RR1712,DLG,TXT: Putting floats on the wire. USR:eventlogger
J2-965,EVT,2017/07/16 16:21:10,45.7499596,-130.2001241,-9.66,-4.49,237.44,-15.4,1.0,133.36,153.25,286.61,HMR2300,2106.7,-5826.7,50226.7,50607.4,,,,,,,,RR1712,DLG,TXT: Still descending. Preparing the logging navigation screen. USR:eventlogger
J2-965,EVT,2017/07/16 16:32:29,45.7499994,-130.2001735,-13.50,-0.07,236.24,-14.3,2.3,131.09,140.22,271.31,HMR2300,2740.0,-6213.3,50240.0,50696.9,,,,,,,,RR1712,DLG,TXT: Doing checks on the winch to ensure proper functioning at 140m. USR:eventlogger
J2-965,EVT,2017/07/16 16:39:43,45.7500039,-130.2001992,-15.50,0.43,236.56,-17.0,1.1,156.98,255.66,412.64,HMR2300,820.0,-5300.0,50206.7,50492.3,,,,,,,,RR1712,DLG,TXT: Winch going down. Wire out is 250 m. USR:eventlogger
J2-965,EVT,2017/07/16 16:53:25,45.7500174,-130.2002093,-16.29,1.93,239.15,-17.7,0.9,196.58,517.81,714.39,HMR2300,-793.3,-6053.3,50126.7,50497.1,,,,,,,,RR1712,DLG,TXT: Deployment Location is 45deg 55.573'N -129deg 58.800'W with a depth of 1518m in International District. USR:eventlogger
J2-965,EVT,2017/07/16 16:56:31,45.7500199,-130.2002162,-16.82,2.21,237.70,-14.3,3.5,189.54,562.70,752.24,HMR2300,3133.3,-8006.7,50086.7,50819.3,,,,,,,,RR1712,DLG,TXT: Main goals: Fluid sampling at International District Vent field and Mkr113 Vent (time permitting) USR:eventlogger
J2-965,EVT,2017/07/16 17:00:12,45.7500225,-130.2002273,-17.69,2.50,237.18,-12.8,2.0,141.83,605.67,747.5,HMR2300,4826.7,-6560.0,50093.3,50751.1,,,,,,,,RR1712,DLG,TXT: Basket for this dive: HFS fluid sampler intake; suction sample hose; 3 gas-tight samplers; milk crate; 2 HOBOS; 1 MTR USR:eventlogger
J2-965,EVT,2017/07/16 17:00:39,45.7500227,-130.2002255,-17.55,2.52,237.08,-14.5,1.0,141.83,619.70,761.53,HMR2300,1980.0,-5280.0,50193.3,50509.1,,,,,,,,RR1712,DLG,TXT: Basket on all dives: Jason high-temperature probe; Beast-HFS; MPR holster; 2 markers USR:eventlogger
J2-965,EVT,2017/07/16 17:00:58,45.7500230,-130.2002259,-17.58,2.56,237.73,-16.5,1.6,196.88,629.18,826.06,HMR2300,973.3,-6166.7,50186.7,50573.5,,,,,,,,RR1712,DLG,TXT: Port swing arm: empty STBD swing arm: 1 tephra sampler H (bucket) USR:eventlogger
J2-965,EVT,2017/07/16 17:01:50,45.7500230,-130.2002263,-17.61,2.56,237.40,-12.6,2.2,191.03,656.01,847.04,HMR2300,4413.3,-6586.7,50113.3,50736.7,,,,,,,,RR1712,DLG,TXT: Tasks: 1) Fluid sampling at International District (Castle Vent: 1 GT; 2 pistons; recover MISO141; deploy MISO USR:eventlogger
J2-965,EVT,2017/07/16 17:03:09,45.7500232,-130.2002268,-17.65,2.58,236.68,-15.4,1.2,181.64,696.59,878.23,HMR2300,2126.7,-5546.7,50206.7,50556.9,,,,,,,,RR1712,DLG,TXT: Deploy Tephra Sampler H (from port biobox) near base of Castle chimney; deploy marker USR:eventlogger
J2-965,EVT,2017/07/16 17:03:39,45.7500233,-130.2002280,-17.74,2.59,236.99,-10.7,2.0,194.10,712.05,906.15,HMR2300,5893.3,-6373.3,50040.0,50787.3,,,,,,,,RR1712,DLG,TXT: El Guapo (top): 2 bags; collect chimney pieces USR:eventlogger
J2-965,EVT,2017/07/16 17:04:30,45.7500238,-130.2002271,-17.67,2.64,236.88,-16.1,1.1,196.09,737.53,933.62,HMR2300,1806.7,-5733.3,50206.7,50565.3,,,,,,,,RR1712,DLG,TXT: Escargot (near top): 2 bags; collect chimney pieces if present USR:eventlogger
J2-965,EVT,2017/07/16 17:05:00,45.7500238,-130.2002270,-17.66,2.64,236.68,-16.1,1.2,196.09,753.46,949.55,HMR2300,1633.3,-5520.0,50186.7,50515.7,,,,,,,,RR1712,DLG,TXT: Diva Vent: recover MISO102; 2 GT; 2 pistons; deploy HOBO USR:eventlogger
J2-965,EVT,2017/07/16 17:07:32,45.7500238,-130.2002275,-17.70,2.64,236.74,-13.0,1.6,190.01,830.61,1020.62,HMR2300,4180.0,-6026.7,50120.0,50653.8,,,,,,,,RR1712,DLG,TXT: 2) Transit to Mkr113 Vent (with physical MKR 62) 45deg 55.364' -129deg 59.286'W at 1526m depth USR:eventlogger
J2-965,EVT,2017/07/16 17:08:03,45.7500236,-130.2002275,-17.70,2.62,236.55,-12.5,1.8,199.29,847.21,1046.5,HMR2300,4040.0,-6220.0,50126.7,50672.4,,,,,,,,RR1712,DLG,TXT: 3) Fluid sampling at Mkr113 Vent (Mkr-62): 4 bags; 1-2 microbio filters USR:eventlogger
J2-965,EVT,2017/07/16 17:08:18,45.7500239,-130.2002270,-17.66,2.66,236.45,-15.0,1.2,199.29,855.43,1054.72,HMR2300,3186.7,-5646.7,50180.0,50597.2,,,,,,,,RR1712,DLG,TXT: 4) Recover MTR3173 and replace with MTR3040 USR:eventlogger
J2-965,EVT,2017/07/16 17:11:55,45.7500237,-130.2002275,-17.70,2.63,236.56,-12.6,1.6,199.40,964.96,1164.36,HMR2300,4566.7,-6026.7,50046.7,50614.7,,,,,,,,RR1712,DLG,TXT: Markers on the basket are Mkr-272 and Mkr-278. USR:eventlogger
J2-965,EVT,2017/07/16 17:12:33,45.7500236,-130.2002279,-17.73,2.62,237.08,-15.4,1.3,194.95,984.25,1179.2,HMR2300,1013.3,-5780.0,50133.3,50475.6,,,,,,,,RR1712,DLG,TXT: Gas-tight bottles on the basket are GT-5 (Black); GT-16 (Orange); GT-17 (White) USR:eventlogger
J2-965,EVT,2017/07/16 17:15:40,45.7500239,-130.2002277,-17.72,2.66,237.65,-17.1,1.4,198.48,1078.49,1276.97,HMR2300,-866.7,-6420.0,50013.3,50431.2,,,,,,,,RR1712,DLG,TXT: Gas tights on the Beast are GT-12 (green-yellow); GT-10 (orange-blue) USR:eventlogger
J2-965,EVT,2017/07/16 17:19:13,45.7500238,-130.2002276,-17.71,2.64,237.19,-16.4,1.7,124.22,1188.73,1312.95,HMR2300,1640.0,-6526.7,49980.0,50431.0,,,,,,,,RR1712,DLG,TXT: Over 2/3 the way to the bottom! USR:eventlogger
J2-965,EVT,2017/07/16 17:38:24,45.7500823,-130.2001867,-14.53,9.15,348.49,-17.6,1.8,87.61,1430.01,1517.62,HMR2300,-32046.7,-4406.7,35693.3,48170.8,,,,,,,,RR1712,DLG,TXT: Performing a cable stretch before heading to the bottom. USR:eventlogger
J2-965,EVT,2017/07/16 17:45:38,45.7501171,-130.2001662,-12.93,13.02,353.87,-17.4,1.5,87.34,1430.24,1517.58,HMR2300,-32840.0,-2553.3,34973.3,48042.9,,,,,,,,RR1712,DLG,TXT: Done with wire stretch. USR:eventlogger
J2-965,EVT,2017/07/16 17:47:02,45.7501077,-130.2001563,-12.16,11.97,352.66,-16.0,1.6,86.34,1430.90,1517.24,HMR2300,-31746.7,-2486.7,35933.3,48012.9,,,,,,,,RR1712,DLG,TXT: STBD arm weights released. USR:eventlogger
J2-965,EVT,2017/07/16 17:49:07,45.7500908,-130.2001703,-13.25,10.09,353.88,-14.8,2.0,88.27,1428.72,1516.99,HMR2300,-30933.3,-2313.3,36620.0,47992.2,,,,,,,,RR1712,DLG,TXT: Port weights were released as well. USR:eventlogger
J2-965,EVT,2017/07/16 17:49:15,45.7500906,-130.2001712,-13.32,10.07,354.44,-14.6,2.2,88.22,1428.71,1516.93,HMR2300,-31046.7,-2133.3,36526.7,47985.9,,,,,,,,RR1712,DLG,TXT: Ship is moving closer to the target before descent. USR:eventlogger
J2-965,EVT,2017/07/16 17:54:30,45.7501122,-130.2001964,-15.28,12.47,26.17,-18.7,1.6,80.24,1437.12,1517.36,HMR2300,-34740.0,8826.7,30893.3,47319.9,,,,,,,,RR1712,DLG,TXT: Dropping a weight from the basket. USR:eventlogger
J2-965,EVT,2017/07/16 17:55:17,45.7501064,-130.2001978,-15.39,11.83,25.40,-17.9,1.4,78.02,1439.19,1517.21,HMR2300,-34106.7,9140.0,31413.3,47261.0,,,,,,,,RR1712,DLG,TXT: Dropping more weights from the basket. USR:eventlogger
J2-965,EVT,2017/07/16 17:58:32,45.7500344,-130.2002841,-22.11,3.82,25.57,-15.6,1.2,73.55,1443.60,1517.15,HMR2300,-32326.7,8860.0,34020.0,47758.5,,,,,,,,RR1712,DLG,TXT: Ship is still moving over into position for going to the bottom. USR:eventlogger
J2-965,ASNAP,2017/07/16 18:03:33,45.7502820,-130.1997282,21.15,31.34,52.61,-11.5,0.2,22.17,1493.61,1515.78,HMR2300,-26226.7,19753.3,32946.7,46513.6,,,,,,,,RR1712,,
J2-965,ASNAP,2017/07/16 18:04:03,45.7503046,-130.1996699,25.69,33.86,53.21,-13.4,0.4,12.74,1503.30,1516.04,HMR2300,-27166.7,19560.0,31726.7,46121.6,,,,,,,,RR1712,,
J2-965,EVT,2017/07/16 18:04:04,45.7503052,-130.1996683,25.81,33.92,53.12,-13.5,0.4,12.61,1503.47,1516.08,HMR2300,-27453.3,19566.7,31373.3,46052.4,,,,,,,,RR1712,DLG,TXT: Jason is now driving toward Castle. Ship has moved into position. USR:eventlogger
J2-965,ASNAP,2017/07/16 18:04:33,45.7503332,-130.1996089,30.43,37.03,53.24,-13.3,0.6,8.35,1507.69,1516.04,HMR2300,-27720.0,19660.0,30773.3,45846.6,,,,,,,,RR1712,,
J2-965,EVT,2017/07/16 18:05:02,45.92600263,-129.98030501,17095.294529,19561.936681,53.46,-13.5,0.5,8.71,1507.34,1516.05,HMR2300,-27820.0,19760.0,30686.7,45892.1,,,,,,,,RR1712,DLG,TXT: Seeing sonar targets as we near the botoom. USR:eventlogger
J2-965,ASNAP,2017/07/16 18:05:03,45.92600228,-129.98030661,17095.169655,19561.898514,53.50,-13.5,0.6,8.79,1507.29,1516.08,HMR2300,-27806.7,19766.7,30713.3,45904.7,,,,,,,,RR1712,,
J2-965,EVT,2017/07/16 18:05:24,45.92599450,-129.98034459,17092.214574,19561.033134,53.42,-13.7,0.6,9.76,1506.33,1516.09,HMR2300,-27853.3,19720.0,30760.0,45944.1,,,,,,,,RR1712,DLG,NAV: Doppler Reset USR:eventlogger
J2-965,ASNAP,2017/07/16 18:05:33,45.92599137,-129.98036175,17090.879533,19560.685448,53.18,-13.6,0.1,10.50,1505.79,1516.29,HMR2300,-27446.7,19766.7,31293.3,46079.4,,,,,,,,RR1712,,
J2-965,EVT,2017/07/16 18:05:46,45.92598820,-129.98038405,17089.143929,19560.332931,53.21,-13.1,0.5,8.25,1507.66,1515.91,HMR2300,-27126.7,19520.0,31480.0,45911.6,,,,,,,,RR1712,DLG,TXT: In DVL mode for navigation now. See bottom on the down camera. USR:eventlogger
J2-965,ASNAP,2017/07/16 18:06:03,45.92598851,-129.98040307,17087.664303,19560.367943,53.58,-14.0,0.3,5.56,1510.52,1516.08,HMR2300,-27586.7,19326.7,30860.0,45682.4,,,,,,,,RR1712,,
J2-965,EVT,2017/07/16 18:06:04,45.92598875,-129.98040369,17087.616025,19560.393836,53.58,-14.0,0.3,5.56,1510.52,1516.08,HMR2300,-27706.7,19233.3,30873.3,45724.6,,,,,,,,RR1712,DLG,TXT: There is the bottom! USR:eventlogger
J2-965,ASNAP,2017/07/16 18:06:33,45.92600860,-129.98039331,17088.423853,19562.600729,53.98,-15.0,0.6,6.14,1510.03,1516.17,HMR2300,-28126.7,18820.0,30993.3,45890.0,,,,,,,,RR1712,,
J2-965,ASNAP,2017/07/16 18:07:03,45.92605767,-129.98033088,17093.281841,19568.055046,51.85,-14.7,0.3,7.05,1509.39,1516.44,HMR2300,-29133.3,19473.3,31120.0,46865.9,,,,,,,,RR1712,,
J2-965,EVT,2017/07/16 18:07:18,45.92608727,-129.98029068,17096.409544,19571.343921,54.07,-14.0,0.7,6.99,1509.24,1516.23,HMR2300,-28520.0,20266.7,32080.0,47468.5,,,,,,,,RR1712,DLG,TXT: Heading 054 toward Castle over an old pile of chimney that is SW of Castle. USR:eventlogger
J2-965,ASNAP,2017/07/16 18:07:33,45.92611601,-129.98024864,17099.680524,19574.538465,54.48,-14.5,1.0,3.61,1508.87,1512.48,HMR2300,-27553.3,20340.0,32000.0,46871.1,,,,,,,,RR1712,,
