#fields: DAQ.lowering,DAQ.type,EIC.time,EIC.lat,EIC.lon,EIC.x,EIC.y,DAQ.g,DAQ.p,DAQ.r,DAQ.a,EIC.depth,DAQ.da,MAG.src,MAG.x,MAG.y,MAG.z,MAG.m,CTD.src,CTD.tp,CTD.c,CTD.dp,CTD.s,CTD.svel,CTD.p,DAQ.cruiseid,DAQ.etype,DAQ.evt
J2-726,EVT,2013/09/05 23:34:06,45.9166202,-130.0250040,-0.31,-5.21,169.05,-8.1,2.2,0.74,2.57,3.31,HMR2300,13893.3,17273.3,46000.0,51062.6,,,,,,,,TN300,DLG,JASON: Medea in water
J2-726,EVT,2013/09/05 23:35:56,45.9166194,-130.0250068,-0.53,-5.30,173.68,-7.4,0.9,159.52,26.03,185.55,HMR2300,14533.3,15080.0,46146.7,50676.8,,,,,,,,TN300,DLG,TXT: Deployment location: Vixen vent site. -129° 59.577' W 45° 55.040' N; Z=1537m
J2-726,EVT,2013/09/05 23:38:13,45.9166201,-130.0250047,-0.36,-5.21,169.83,-8.4,0.6,149.03,58.99,208.02,HMR2300,13886.7,16946.7,46100.0,51041.5,,,,,,,,TN300,DLG,TXT: Main goals: Fluid sampling at Vixen and Casper (Coquille vent field); 2-3hr transit to ASHES. Sample Virgin; Anemone; and Inferno.
J2-726,EVT,2013/09/05 23:39:14,45.9166213,-130.0250009,-0.07,-5.08,163.25,-7.6,0.5,174.80,68.36,243.16,HMR2300,13220.0,18966.7,45413.3,50959.5,,,,,,,,TN300,DLG,TXT: Tools: Beast with 3 gastights in back. Jason high-temp probe.
J2-726,EVT,2013/09/05 23:40:39,45.9166220,-130.0249993,0.06,-5.00,160.24,-7.6,0.6,166.64,84.07,250.71,HMR2300,12453.3,19893.3,45200.0,50930.1,,,,,,,,TN300,DLG,TXT: Basket: Fluid-sampler intake. 3 hand-held gastights. 2 hand-held Ti major samplers. Holder for recovering HOBO temp probes. Syringe samplers (2 large; 3 small)
J2-726,EVT,2013/09/05 23:41:14,45.9166233,-130.0249965,0.27,-4.86,154.98,-7.3,0.9,164.11,96.02,260.13,HMR2300,11226.7,20660.0,44680.0,50489.4,,,,,,,,TN300,DLG,TXT: Basket: Suction sampler hose. 4 MTR temp probes in port swing-arm (4 to deploy / 5 to recover).
J2-726,EVT,2013/09/05 23:42:24,45.9166245,-130.0249943,0.44,-4.72,150.51,-7.0,0.6,191.45,121.90,313.35,HMR2300,9980.0,22133.3,44140.0,50376.8,,,,,,,,TN300,DLG,TXT: TASKS: Search for / recover Hobo temp probes at Casper (141) and Vixen (147 and 104). Hobo 147 at Vixen was not found last year so may be buried.
J2-726,EVT,2013/09/05 23:43:05,45.9166246,-130.0249947,0.41,-4.71,150.73,-8.3,0.2,152.47,120.94,273.41,HMR2300,9226.7,22166.7,44260.0,50353.2,,,,,,,,TN300,DLG,TXT: TASKS: Fluid sampling at Vixen; Casper; and two diffuse vents (1 within a meter of the hot vent and another more than 10m away).
J2-726,EVT,2013/09/05 23:44:04,45.9166286,-130.0249894,0.82,-4.27,138.45,-7.6,0.7,199.58,130.64,330.22,HMR2300,6413.3,23433.3,43940.0,50209.3,,,,,,,,TN300,DLG,TXT: TASKS: Conduct pH-H2S-O2-T sensor survey at multiple points around diffuse vent sites.
J2-726,EVT,2013/09/05 23:44:23,45.9166294,-130.0249886,0.89,-4.18,136.30,-7.5,0.9,186.65,142.72,329.37,HMR2300,5960.0,24860.0,43133.3,50140.1,,,,,,,,TN300,DLG,TXT: TASKS: Collect syringe samples of microbial mat or sediment.
J2-726,EVT,2013/09/05 23:47:29,45.9166337,-130.0249852,1.15,-3.71,125.24,-6.9,1.0,169.32,248.06,417.38,HMR2300,2920.0,26420.0,42360.0,50009.1,,,,,,,,TN300,DLG,TXT: TASKS: Conduct a visual survey to assess suitability for APL instrument deployments and recon area around Vixen/Casper for APL elevator drop target.
J2-726,EVT,2013/09/05 23:47:51,45.9166317,-130.0249866,1.04,-3.92,130.21,-7.2,0.9,177.09,260.98,438.07,HMR2300,4220.0,25926.7,42700.0,50132.7,,,,,,,,TN300,DLG,TXT: TASKS: Transit to ASHES (2-3 hours).
J2-726,EVT,2013/09/05 23:48:15,45.9166344,-130.0249849,1.17,-3.62,123.60,-7.7,1.1,169.09,274.51,443.6,HMR2300,1600.0,26526.7,42300.0,49955.1,,,,,,,,TN300,DLG,TXT: TASKS: Recover Hobo 129 at Virgin vent.
J2-726,EVT,2013/09/05 23:49:02,45.9166314,-130.0249866,1.04,-3.95,130.60,-6.8,1.3,173.12,301.04,474.16,HMR2300,4620.0,25580.0,42853.3,50120.7,,,,,,,,TN300,DLG,TXT: TASKS: Collect fluid samples at Virgin; Anemone; and Inferno and do pH-H2S-O2-T surveys.
J2-726,EVT,2013/09/05 23:50:05,45.9166333,-130.0249858,1.10,-3.75,126.56,-8.5,0.7,173.05,334.86,507.91,HMR2300,2280.0,26446.7,42360.0,49989.9,,,,,,,,TN300,DLG,TXT: TASKS: Collect suction sample of blue mat if possible.
J2-726,EVT,2013/09/05 23:50:43,45.9166339,-130.0249853,1.14,-3.67,124.71,-8.0,0.5,160.51,355.47,515.98,HMR2300,1580.0,26840.0,42060.0,49919.2,,,,,,,,TN300,DLG,TXT: TASKS: Conduct visual survey to assess suitability for APL instrument deployments and recon area around Virgin for APL elevator drop target.
J2-726,EVT,2013/09/05 23:52:13,45.9166315,-130.0249870,1.01,-3.95,130.98,-8.2,0.6,152.80,397.08,549.88,HMR2300,3633.3,25893.3,42673.3,50046.8,,,,,,,,TN300,DLG,TXT: TASKS: Recover 5 MTR temp recorders and deploy 4 replacements: Hell/Mkr68 (MTR-4098); Anemone (MTR-4099); Fuzzy tubeworm bush (MTR 3040 and 3041); Marshmallow (MTR-3334).
J2-726,EVT,2013/09/05 23:52:47,45.9166312,-130.0249871,1.00,-3.98,131.63,-7.9,0.8,103.78,414.02,517.8,HMR2300,4026.7,25773.3,42733.3,50066.1,,,,,,,,TN300,DLG,TXT: TASKS: Vertical photo-video survey of N and S sides of Inferno (if view is not obscured by gear).
J2-726,EVT,2013/09/05 23:58:38,45.9166315,-130.0249868,1.02,-3.94,130.65,-7.8,1.4,194.55,585.98,780.53,HMR2300,3913.3,25480.0,43026.7,50158.1,,,,,,,,TN300,DLG,TXT: Squid
J2-726,EVT,2013/09/06 00:03:55,45.9166286,-130.0249893,0.83,-4.27,138.56,-7.4,1.4,143.22,741.29,884.51,HMR2300,6740.0,24113.3,43573.3,50254.5,,,,,,,,TN300,DLG,TXT: Passing through 800m depth.
J2-726,EVT,2013/09/06 00:07:40,45.9166240,-130.0249954,0.36,-4.78,152.67,-7.5,0.7,83.64,843.22,926.86,HMR2300,10426.7,21453.3,44426.7,50425.1,,,,,,,,TN300,DLG,TXT: Passing 700m.
J2-726,EVT,2013/09/06 00:11:24,45.9166223,-130.0249985,0.12,-4.96,158.89,-7.7,1.7,157.31,941.36,1098.67,HMR2300,11713.3,19126.7,45306.7,50554.2,,,,,,,,TN300,DLG,TXT: Passing 600m dpeth.
J2-726,EVT,2013/09/06 00:12:25,45.9166212,-130.0250008,-0.07,-5.09,163.54,-7.2,1.5,168.90,970.15,1139.05,HMR2300,12926.7,17980.0,45500.0,50602.7,,,,,,,,TN300,DLG,TXT: Actually those values were the altitude3-not depth.
J2-726,EVT,2013/09/06 00:18:11,45.9166193,-130.0250067,-0.52,-5.30,173.50,-7.1,1.4,155.71,1144.38,1300.09,HMR2300,14373.3,14906.7,46193.3,50622.4,,,,,,,,TN300,DLG,TXT: Altitude 400m.
J2-726,ASNAP,2013/09/06 00:19:27,45.9166192,-130.0250072,-0.56,-5.32,174.60,-7.1,2.3,26.49,1185.49,1211.98,HMR2300,14606.7,13746.7,46386.7,50537.6,,,,,,,,TN300,,
J2-726,EVT,2013/09/06 00:21:13,45.9166203,-130.0250031,-0.24,-5.19,167.59,-6.8,1.7,194.09,1241.50,1435.59,HMR2300,13893.3,16340.0,45473.3,50277.7,,,,,,,,TN300,DLG,TXT: 300m altitude.
J2-726,EVT,2013/09/06 00:24:56,45.9167069,-130.0250577,-4.47,4.43,184.36,-7.3,0.9,175.29,1357.51,1532.8,HMR2300,15466.7,11786.7,46226.7,50150.3,,,,,,,,TN300,DLG,TXT: The occasional jellyfish floating by.
J2-726,EVT,2013/09/06 00:27:55,45.9165214,-129.9928924,2490.96,-16.18,181.51,-7.8,1.9,56.82,1453.19,1510.01,HMR2300,14960.0,11746.7,45480.0,49297.2,,,,,,,,TN300,HDF,hdFrameGrab: RGB.20130906_002755_818.tif
J2-726,EVT,2013/09/06 00:28:12,45.9165295,-129.9928825,2491.74,-15.29,177.60,-7.5,2.3,55.63,1461.41,1517.04,HMR2300,14766.7,12686.7,45126.7,49146.9,,,,,,,,TN300,DLG,TXT: Teated the HD frame grabber.
J2-726,EVT,2013/09/06 00:29:16,45.9165500,-129.9928807,2491.88,-13.00,181.82,-6.0,1.3,56.18,1477.21,1533.39,HMR2300,16513.3,11913.3,44533.3,48967.7,,,,,,,,TN300,DLG,TXT: I meant - tested the HD frame grabber.
J2-726,EVT,2013/09/06 00:30:14,45.9167131,-129.9928981,2490.53,5.13,152.97,-8.0,0.9,44.44,1488.82,1533.26,HMR2300,10220.0,20973.3,42020.0,48062.6,,,,,,,,TN300,DLG,TXT: The DVD recorder is not working for the pilot cam - not now anyway.
J2-726,EVT,2013/09/06 00:31:08,45.9168517,-129.9931039,2474.56,20.52,4.47,-8.1,1.2,43.37,1490.27,1533.64,HMR2300,-24480.0,4013.3,40660.0,47630.0,,,,,,,,TN300,DLG,TXT: The H2S is not working on the beast. The DVD recorder is not working for the pilot cam backup - but we will have the main copy.
J2-726,ASNAP,2013/09/06 00:35:27,45.9172074,-129.9929306,2488.01,60.06,35.38,-7.5,0.8,9.80,1523.90,1533.7,HMR2300,-23680.0,11340.0,37586.7,45848.6,,,,,,,,TN300,,
J2-726,EVT,2013/09/06 00:35:37,45.9172263,-129.9929080,2489.76,62.16,34.87,-7.0,0.8,7.94,1525.82,1533.76,HMR2300,-23460.0,11306.7,36840.0,45115.4,,,,,,,,TN300,DLG,TXT: Bottom in sight.
J2-726,EVT,2013/09/06 00:35:44,45.9172314,-129.9929021,2490.21,62.73,34.77,-7.2,1.0,6.63,1527.21,1533.84,HMR2300,-23646.7,10960.0,36686.7,45002.2,,,,,,,,TN300,DLG,JASON: Jason on bottom
J2-726,EVT,2013/09/06 00:36:42,45.91730875,-129.99297753,2484.36,71.37,34.55,-7.4,0.8,4.20,1529.73,1533.93,HMR2300,-23733.3,10466.7,36640.0,44892.2,,,,,,,,TN300,DLG,TXT: Looking at lava with some microbial mat. 
J2-726,EVT,2013/09/06 00:37:18,45.91733214,-129.99298703,2483.63,73.97,34.56,-7.5,0.9,3.28,1530.62,1533.9,HMR2300,-23860.0,10280.0,36240.0,44590.5,,,,,,,,TN300,DLG,TXT: Right ahead of us is the vent.
J2-726,EVT,2013/09/06 00:37:25,45.91733569,-129.99298994,2483.40,74.36,34.53,-7.2,1.3,3.40,1530.52,1533.92,HMR2300,-23220.0,10473.3,36686.7,44662.9,,,,,,,,TN300,DLG,TXT: Looks like the nav is good.
J2-726,ASNAP,2013/09/06 00:37:27,45.91733640,-129.99299066,2483.34,74.44,34.64,-7.4,0.8,3.28,1530.65,1533.93,HMR2300,-23293.3,10626.7,36480.0,44567.9,,,,,,,,TN300,,
J2-726,EVT,2013/09/06 00:37:30,45.91733759,-129.99299181,2483.25,74.57,34.66,-7.3,1.1,3.01,1530.97,1533.98,HMR2300,-23126.7,10486.7,36513.3,44475.1,,,,,,,,TN300,DLG,NAV: Doppler Reset
J2-726,EVT,2013/09/06 00:39:05,45.91733948,-129.99300124,2482.52,74.78,34.72,-10.5,-0.9,1.75,1532.19,1533.94,HMR2300,-25786.7,11073.3,33600.0,43778.2,,,,,,,,TN300,DLG,TXT: We are at Vixen. Lobate-type lava flows with diffuse venting; small bubeworms in the area.
J2-726,ASNAP,2013/09/06 00:39:27,45.91733440,-129.99300176,2482.48,74.22,34.14,-11.1,-1.0,1.75,1532.16,1533.91,HMR2300,-26160.0,10680.0,33446.7,43784.6,,,,,,,,TN300,,
J2-726,EVT,2013/09/06 00:40:28,45.91732695,-129.99299345,2483.13,73.39,34.36,-9.8,-1.6,1.76,1532.12,1533.88,HMR2300,-25433.3,11266.7,33953.3,43893.3,,,,,,,,TN300,DLG,TXT: Dropping a Jason weight.
J2-726,EVT,2013/09/06 00:40:40,45.91732744,-129.99299113,2483.31,73.44,34.36,-9.9,-1.5,1.60,1532.34,1533.94,HMR2300,-25280.0,11106.7,34053.3,43841.4,,,,,,,,TN300,DLG,TXT: We've stirred up a lot of floc in the water.
J2-726,ASNAP,2013/09/06 00:41:27,45.91733121,-129.99298806,2483.55,73.86,34.54,-9.8,-1.3,1.41,1532.50,1533.91,HMR2300,-25173.3,11173.3,33880.0,43662.3,,,,,,,,TN300,,
J2-726,EVT,2013/09/06 00:41:34,45.91733228,-129.99298795,2483.55,73.98,34.84,-9.8,-1.3,1.49,1532.43,1533.92,HMR2300,-25366.7,11020.0,33800.0,43673.2,,,,,,,,TN300,DLG,TXT: Dropping another weight.
J2-726,ASNAP,2013/09/06 00:43:27,45.91732070,-129.99300105,2482.54,72.70,34.64,-9.1,0.0,2.59,1531.32,1533.91,HMR2300,-25086.7,10653.3,34320.0,43825.8,,,,,,,,TN300,,
J2-726,EVT,2013/09/06 00:43:54,45.91731579,-129.99300333,2482.36,72.15,34.73,-9.1,-0.2,1.85,1532.11,1533.96,HMR2300,-24706.7,10700.0,34713.3,43930.9,,,,,,,,TN300,HDF,hdFrameGrab: RGB.20130906_004354_839.tif
J2-726,EVT,2013/09/06 00:44:20,45.91731635,-129.99300257,2482.42,72.21,34.60,-9.0,-0.2,1.88,1531.99,1533.87,HMR2300,-24713.3,10533.3,34700.0,43883.8,,,,,,,,TN300,DLG,TXT: HD frame grab.
J2-726,EVT,2013/09/06 00:44:51,45.91732306,-129.99300037,2482.59,72.96,34.76,-9.6,0.2,1.55,1532.36,1533.91,HMR2300,-25146.7,10406.7,34246.7,43743.4,,,,,,,,TN300,DLG,TXT: Still dropping weights here.
J2-726,ASNAP,2013/09/06 00:45:27,45.91733410,-129.99299865,2482.72,74.18,34.62,-9.5,0.5,1.69,1532.23,1533.92,HMR2300,-24633.3,10326.7,34833.3,43895.4,,,,,,,,TN300,,
J2-726,ASNAP,2013/09/06 00:47:27,45.91733200,-129.99300924,2481.90,73.95,34.66,-5.4,0.7,1.59,1532.41,1534,HMR2300,-22240.0,10186.7,36580.0,44005.5,,,,,,,,TN300,,
J2-726,EVT,2013/09/06 00:48:11,45.91732092,-129.99299532,2482.98,72.72,34.62,-5.3,0.9,1.70,1532.28,1533.98,HMR2300,-22073.3,10280.0,36580.0,43943.2,,,,,,,,TN300,DLG,TXT: The vehicle is heavy - thinking the Beast is heavier than we thought.
J2-726,EVT,2013/09/06 00:48:38,45.91731882,-129.99297899,2484.25,72.49,34.59,-5.2,0.9,1.65,1532.34,1533.99,HMR2300,-22266.7,10180.0,36413.3,43879.0,,,,,,,,TN300,DLG,TXT: The pilot cam spare DVD recorder is working now.
J2-726,ASNAP,2013/09/06 00:49:27,45.91731914,-129.99296478,2485.35,72.52,14.96,-5.2,1.0,1.44,1532.46,1533.9,HMR2300,-22440.0,3013.3,38000.0,44233.9,,,,,,,,TN300,,
J2-726,EVT,2013/09/06 00:51:21,45.91731078,-129.99296162,2485.60,71.59,6.53,-3.2,0.2,1.84,1532.26,1534.1,HMR2300,-20240.0,1606.7,39980.0,44840.2,,,,,,,,TN300,DLG,TXT: What is that in front of the vent? Red and slimy
J2-726,EVT,2013/09/06 00:51:24,45.91730967,-129.99296287,2485.50,71.47,6.49,-3.1,0.2,1.83,1532.27,1534.1,HMR2300,-20066.7,1686.7,39980.0,44765.1,,,,,,,,TN300,HDF,hdFrameGrab: RGB.20130906_005124_153.tif
J2-726,ASNAP,2013/09/06 00:51:27,45.91730835,-129.99296413,2485.40,71.32,6.46,-3.0,0.2,1.81,1532.27,1534.08,HMR2300,-20013.3,1746.7,39933.3,44701.9,,,,,,,,TN300,,
J2-726,EVT,2013/09/06 00:51:29,45.91730742,-129.99296497,2485.34,71.22,6.45,-3.0,0.2,1.80,1532.27,1534.07,HMR2300,-20026.7,1573.3,40060.0,44814.6,,,,,,,,TN300,HDF,hdFrameGrab: RGB.20130906_005129_025.tif
J2-726,EVT,2013/09/06 00:51:53,45.91729789,-129.99297365,2484.66,70.16,6.13,-2.7,0.1,1.68,1532.29,1533.97,HMR2300,-19900.0,2053.3,39833.3,44574.9,,,,,,,,TN300,HDF,hdFrameGrab: RGB.20130906_005153_416.tif
J2-726,EVT,2013/09/06 00:52:37,45.91728864,-129.99295963,2485.75,69.13,6.38,-2.8,0.1,1.71,1532.26,1533.97,HMR2300,-19833.3,1940.0,40100.0,44778.7,,,,,,,,TN300,HDF,hdFrameGrab: RGB.20130906_005237_460.tif
J2-726,ASNAP,2013/09/06 00:53:27,45.91728705,-129.99294347,2487.01,68.95,6.58,-2.7,0.1,1.69,1532.26,1533.95,HMR2300,-19880.0,1960.0,40026.7,44734.7,,,,,,,,TN300,,
J2-726,EVT,2013/09/06 00:53:54,45.91728754,-129.99293886,2487.36,69.01,6.58,-2.7,0.2,1.65,1532.31,1533.96,HMR2300,-19933.3,2073.3,39833.3,44590.7,,,,,,,,TN300,DLG,TXT: Some kind of strange creature (jellyfish like near Vixen)
J2-726,EVT,2013/09/06 00:53:59,45.91728762,-129.99293811,2487.42,69.02,6.60,-2.7,0.2,1.66,1532.29,1533.95,HMR2300,-19773.3,2053.3,40053.3,44715.4,,,,,,,,TN300,HDF,hdFrameGrab: RGB.20130906_005359_475.tif
J2-726,EVT,2013/09/06 00:54:19,45.91729555,-129.99294342,2487.01,69.90,14.90,-2.8,-0.1,1.31,1532.30,1533.61,HMR2300,-20293.3,5846.7,38886.7,44251.3,,,,,,,,TN300,DLG,TXT: Moving in close to the vent and looking for the temperature probes.
J2-726,EVT,2013/09/06 00:54:43,45.91730565,-129.99295707,2485.95,71.02,31.33,-2.9,0.2,1.70,1532.43,1534.13,HMR2300,-19986.7,11206.7,37433.3,43889.8,,,,,,,,TN300,HDF,hdFrameGrab: RGB.20130906_005443_419.tif
J2-726,EVT,2013/09/06 00:55:19,45.91730712,-129.99296575,2485.28,71.19,56.68,-2.7,0.2,1.51,1532.38,1533.89,HMR2300,-16113.3,19220.0,35793.3,43706.0,,,,,,,,TN300,DLG,TXT: Hobo 104 at Vixen straight ahead. It will be recovered.
J2-726,EVT,2013/09/06 00:55:23,45.91730703,-129.99296683,2485.19,71.18,56.05,-2.8,0.2,1.48,1532.39,1533.87,HMR2300,-16306.7,19253.3,35600.0,43634.4,,,,,,,,TN300,HDF,hdFrameGrab: RGB.20130906_005523_358.tif
J2-726,ASNAP,2013/09/06 00:55:27,45.91730731,-129.99296655,2485.21,71.21,56.99,-2.9,0.4,1.46,1532.39,1533.85,HMR2300,-16213.3,19233.3,35646.7,43628.9,,,,,,,,TN300,,
J2-726,EVT,2013/09/06 00:55:29,45.91730745,-129.99296638,2485.23,71.22,56.80,-2.7,0.0,1.41,1532.39,1533.8,HMR2300,-16040.0,19420.0,35760.0,43740.1,,,,,,,,TN300,HDF,hdFrameGrab: RGB.20130906_005529_731.tif
J2-726,EVT,2013/09/06 00:55:41,45.91730934,-129.99296484,2485.35,71.43,69.54,-2.7,0.0,1.34,1532.36,1533.7,HMR2300,-12713.3,23053.3,34940.0,43748.0,,,,,,,,TN300,HDF,hdFrameGrab: RGB.20130906_005541_777.tif
J2-726,EVT,2013/09/06 00:55:52,45.91731305,-129.99296556,2485.29,71.84,80.43,-2.8,0.5,1.16,1532.47,1533.63,HMR2300,-9520.0,24980.0,34753.3,43845.5,,,,,,,,TN300,HDF,hdFrameGrab: RGB.20130906_005552_120.tif
J2-726,EVT,2013/09/06 00:55:58,45.91731268,-129.99296026,2485.70,71.80,80.94,-2.7,0.1,0.98,1532.69,1533.67,HMR2300,-10060.0,24913.3,34306.7,43575.5,,,,,,,,TN300,HDF,hdFrameGrab: RGB.20130906_005558_827.tif
J2-726,EVT,2013/09/06 00:56:02,45.91731197,-129.99295937,2485.77,71.73,79.79,-2.8,0.1,0.80,1532.85,1533.65,HMR2300,-10440.0,24953.3,34106.7,43530.8,,,,,,,,TN300,HDF,hdFrameGrab: RGB.20130906_005602_230.tif
J2-726,EVT,2013/09/06 00:56:05,45.91731098,-129.99295881,2485.81,71.61,79.57,-2.6,0.0,0.74,1533.00,1533.74,HMR2300,-10053.3,24813.3,34340.0,43543.2,,,,,,,,TN300,HDF,hdFrameGrab: RGB.20130906_005605_569.tif
J2-726,EVT,2013/09/06 00:56:09,45.91730987,-129.99295841,2485.85,71.49,79.99,-2.8,0.1,0.74,1533.20,1533.94,HMR2300,-10113.3,25046.7,33973.3,43402.8,,,,,,,,TN300,HDF,hdFrameGrab: RGB.20130906_005609_404.tif
J2-726,EVT,2013/09/06 00:56:42,45.91730411,-129.99295293,2486.27,70.85,79.81,-2.4,0.7,0.74,1533.30,1534.04,HMR2300,-10086.7,24540.0,34386.7,43432.7,,,,,,,,TN300,DLG,TXT: Grabbing some HD shots of Vixen with Hobo 104 in the orifice. We believe there is another one buried in there.
J2-726,EVT,2013/09/06 00:57:21,45.91730134,-129.99293887,2487.36,70.54,79.80,-2.4,0.7,0.74,1533.27,1534.01,HMR2300,-10120.0,24533.3,34366.7,43420.8,,,,,,,,TN300,HDF,hdFrameGrab: RGB.20130906_005721_009.tif
J2-726,ASNAP,2013/09/06 00:57:27,45.91730109,-129.99293670,2487.53,70.52,79.80,-2.4,0.7,0.74,1533.28,1534.02,HMR2300,-10120.0,24560.0,34333.3,43409.5,,,,,,,,TN300,,
J2-726,EVT,2013/09/06 00:58:55,45.91729814,-129.99294689,2486.74,70.19,79.78,-2.4,0.7,0.74,1533.26,1534,HMR2300,-10113.3,24493.3,34386.7,43412.5,,,,,,,,TN300,DLG,TXT: Zooming in on some sad-looking tubeworms.
J2-726,ASNAP,2013/09/06 00:59:27,45.91730657,-129.99297341,2484.68,71.12,79.77,-2.4,0.7,0.74,1533.26,1534,HMR2300,-10093.3,24513.3,34393.3,43424.4,,,,,,,,TN300,,
J2-726,EVT,2013/09/06 01:00:05,45.91732964,-129.99300565,2482.18,73.69,83.45,-2.6,0.2,0.74,1533.19,1533.93,HMR2300,-8740.0,25473.3,34033.3,43399.8,,,,,,,,TN300,DLG,HIGHLIGHTS: KiPro hard drive start Recording highlights of Vixen before removing the Hobo temp probe and deploying the APL experiment.
